BERNIE 2016,8.4399789E7,9794221.0,11.60455626257549
HILLARY FOR AMERICA,2.93602014E8,1.1923202E7,4.061008246353515
"DONALD J. TRUMP FOR PRESIDENT, INC",6.4624531E7,1640116.0,2.537915516942011
